target_x,target_y,target_z,feedback_x,feedback_y,feedback_z
481.816,83.3658,1000,503.198,132.911,999.258
481.403,81.9238,1000,502.297,131.175,999.269
480.997,80.4798,1000,501.851,130.305,999.274
480.598,79.0338,1000,500.968,128.559,999.286
480.206,77.5858,1000,500.097,126.808,999.297
479.822,76.1359,1000,499.666,125.931,999.303
479.445,74.684,1000,498.813,124.171,999.314
479.075,73.2303,1000,497.971,122.406,999.326
478.713,71.7748,1000,497.555,121.521,999.332
478.357,70.3175,1000,496.732,119.747,999.343
478.009,68.8584,1000,496.324,118.858,999.349
477.669,67.3976,1000,495.519,117.076,999.361
477.335,65.9351,1000,494.726,115.289,999.372
477.009,64.4709,1000,494.334,114.393,999.378
476.691,63.0052,1000,493.558,112.598,999.39
476.379,61.5379,1000,492.796,110.797,999.402
476.075,60.069,1000,492.419,109.895,999.408
475.779,58.5986,1000,491.675,108.086,999.419
475.489,57.1268,1000,490.943,106.273,999.431
475.207,55.6535,1000,490.582,105.364,999.437
474.933,54.1789,1000,489.869,103.543,999.448
474.666,52.7029,1000,489.517,102.631,999.454
474.406,51.2255,1000,488.823,100.803,999.466
474.153,49.7469,1000,488.141,98.9699,999.477
473.908,48.2671,1000,487.805,98.0517,999.483
473.671,46.786,1000,487.142,96.2117,999.495
473.44,45.3038,1000,486.815,95.29,999.501
473.218,43.8205,1000,486.171,93.4432,999.512
473.002,42.336,1000,485.539,91.5919,999.524
472.794,40.8505,1000,485.228,90.6647,999.529
472.594,39.364,1000,484.615,88.8069,999.541
472.401,37.8764,1000,484.313,87.8764,999.547
472.215,36.388,1000,483.72,86.0122,999.558
472.037,34.8986,1000,483.139,84.1438,999.569
471.866,33.4084,1000,482.854,83.208,999.575
471.703,31.9173,1000,482.292,81.3335,999.586
471.547,30.4254,1000,482.016,80.3947,999.591
471.398,28.9328,1000,481.474,78.5142,999.602
471.258,27.4394,1000,480.945,76.6298,999.613
471.124,25.9453,1000,480.685,75.6862,999.618
470.998,24.4506,1000,480.175,73.7962,999.629
470.88,22.9553,1000,479.924,72.8498,999.635
470.768,21.4595,1000,479.434,70.9543,999.645
470.665,19.963,1000,478.956,69.0551,999.656
470.569,18.4661,1000,478.722,68.1043,999.661
470.48,16.9687,1000,478.263,66.2,999.671
470.399,15.4709,1000,478.039,65.2466,999.676
470.326,13.9727,1000,477.6,63.3374,999.687
470.259,12.4742,1000,477.385,62.3816,999.692
470.201,10.9753,1000,476.965,60.4677,999.701
470.15,9.47622,1000,476.558,58.5511,999.711
470.106,7.97686,1000,476.36,57.5919,999.716
470.07,6.47729,1000,475.973,55.6713,999.726
470.041,4.97757,1000,475.784,54.71,999.731
470.02,3.47772,1000,475.416,52.7853,999.74
470.007,1.97778,1000,475.237,51.822,999.745
470,0.477796,1000,474.889,49.8939,999.754
470.002,-1.0222,1000,474.72,48.929,999.759
470.011,-2.52217,1000,474.392,46.9979,999.767
470.027,-4.02208,1000,474.077,45.0646,999.776
470.051,-5.52189,1000,473.924,44.0972,999.781
470.082,-7.02156,1000,473.629,42.1609,999.789
470.121,-8.52106,1000,473.486,41.1921,999.794
470.167,-10.0203,1000,473.211,39.2532,999.802
470.221,-11.5194,1000,473.078,38.2829,999.806
470.283,-13.0181,1000,472.822,36.3412,999.814
470.351,-14.5165,1000,472.7,35.3699,999.818
470.428,-16.0146,1000,472.464,33.4264,999.826
470.512,-17.5122,1000,472.351,32.4542,999.83
470.603,-19.0095,1000,472.135,30.5088,999.837
470.702,-20.5062,1000,471.932,28.5624,999.845
470.808,-22.0024,1000,471.836,27.5888,999.848
470.922,-23.4981,1000,471.653,25.6407,999.855
471.043,-24.9932,1000,471.566,24.666,999.859
471.172,-26.4877,1000,471.403,22.7148,999.866
471.308,-27.9815,1000,471.326,21.7384,999.869
471.451,-29.4746,1000,471.183,19.7845,999.876
471.603,-30.9669,1000,471.116,18.8074,999.879
471.761,-32.4585,1000,470.992,16.8528,999.885
471.927,-33.9493,1000,470.935,15.8753,999.888
472.101,-35.4393,1000,470.831,13.92,999.894
472.282,-36.9283,1000,470.783,12.9423,999.897
472.47,-38.4164,1000,470.699,10.9868,999.902
472.666,-39.9036,1000,470.661,10.0091,999.905
472.869,-41.3898,1000,470.596,8.05308,999.91
473.08,-42.8749,1000,470.568,7.07459,999.913
473.298,-44.359,1000,470.523,5.11639,999.918
473.523,-45.8419,1000,470.505,4.13665,999.92
473.756,-47.3237,1000,470.48,2.17649,999.925
473.996,-48.8043,1000,470.467,0.219057,999.929
474.244,-50.2837,1000,470.465,-0.756511,999.932
474.499,-51.7619,1000,470.47,-2.69474,999.936
474.762,-53.2387,1000,470.476,-3.65396,999.938
475.032,-54.7142,1000,470.494,-5.54281,999.942
475.309,-56.1884,1000,470.506,-6.46823,999.944
475.593,-57.6611,1000,470.534,-8.27418,999.948
475.885,-59.1325,1000,470.551,-9.15649,999.949
476.185,-60.6023,1000,470.591,-10.8947,999.952
476.491,-62.0706,1000,470.645,-12.6243,999.954
476.806,-63.5374,1000,470.715,-14.3797,999.957
477.127,-65.0025,1000,470.757,-15.2744,999.958
477.456,-66.4661,1000,470.856,-17.1037,999.961
477.792,-67.928,1000,470.913,-18.0377,999.962
478.135,-69.3881,1000,471.039,-19.9344,999.964
478.485,-70.8466,1000,471.108,-20.8923,999.965
478.843,-72.3033,1000,471.255,-22.8175,999.967
479.208,-73.7582,1000,471.334,-23.783,999.968
479.581,-75.2112,1000,471.5,-25.7168,999.969
479.961,-76.6623,1000,471.587,-26.6845,999.97
480.347,-78.1116,1000,471.77,-28.6206,999.971
480.742,-79.5588,1000,471.866,-29.5886,999.972
481.143,-81.0041,1000,472.066,-31.5237,999.972
481.552,-82.4474,1000,472.171,-32.4906,999.972
481.968,-83.8886,1000,472.389,-34.4234,999.973
482.391,-85.3277,1000,472.503,-35.3893,999.973
482.821,-86.7647,1000,472.739,-37.3203,999.973
483.258,-88.1995,1000,472.862,-38.2854,999.973
483.703,-89.6321,1000,473.117,-40.2148,999.973
484.155,-91.0625,1000,473.25,-41.1791,999.973
484.613,-92.4905,1000,473.524,-43.1065,999.972
485.079,-93.9163,1000,473.665,-44.0698,999.972
485.553,-95.3397,1000,473.958,-45.9951,999.971
486.033,-96.7608,1000,474.109,-46.9572,999.97
486.52,-98.1794,1000,474.421,-48.8802,999.969
487.015,-99.5956,1000,474.582,-49.8411,999.968
487.516,-101.009,1000,474.913,-51.7616,999.967
488.025,-102.42,1000,475.083,-52.7212,999.966
488.54,-103.829,1000,475.433,-54.6388,999.964
489.063,-105.235,1000,475.613,-55.5969,999.963
489.593,-106.638,1000,475.982,-57.5116,999.961
490.129,-108.039,1000,476.171,-58.4681,999.96
490.673,-109.437,1000,476.559,-60.3796,999.958
491.224,-110.832,1000,476.757,-61.3345,999.956
491.781,-112.225,1000,476.959,-62.2888,999.955
492.346,-113.614,1000,477.372,-64.1957,999.952
492.918,-115.001,1000,477.583,-65.1483,999.951
493.496,-116.385,1000,478.016,-67.0514,999.948
494.081,-117.766,1000,478.236,-68.0021,999.946
494.674,-119.144,1000,478.687,-69.9014,999.943
495.273,-120.52,1000,478.917,-70.85,999.941
495.879,-121.892,1000,479.387,-72.7452,999.937
496.492,-123.261,1000,479.627,-73.6917,999.935
497.111,-124.627,1000,479.87,-74.6375,999.933
497.738,-125.99,1000,480.365,-76.5268,999.929
498.371,-127.349,1000,480.618,-77.4702,999.927
499.011,-128.706,1000,481.132,-79.3547,999.922
499.658,-130.059,1000,481.394,-80.2957,999.92
500.312,-131.409,1000,481.928,-82.1752,999.916
500.972,-132.756,1000,482.2,-83.1137,999.913
501.64,-134.1,1000,482.752,-84.9881,999.908
502.313,-135.44,1000,483.033,-85.9239,999.906
502.994,-136.776,1000,483.317,-86.8589,999.903
503.681,-138.11,1000,483.895,-88.7261,999.898
504.375,-139.44,1000,484.189,-89.6583,999.895
505.076,-140.766,1000,484.786,-91.5198,999.89
505.783,-142.089,1000,485.089,-92.449,999.887
506.496,-143.408,1000,485.705,-94.3046,999.881
507.217,-144.724,1000,486.017,-95.231,999.878
507.944,-146.036,1000,486.333,-96.1563,999.875
508.677,-147.344,1000,486.973,-98.0039,999.869
509.417,-148.649,1000,487.298,-98.9261,999.866
510.164,-149.95,1000,487.957,-100.767,999.859
510.917,-151.248,1000,488.291,-101.686,999.856
511.676,-152.541,1000,488.629,-102.604,999.853
512.442,-153.831,1000,489.312,-104.436,999.846
513.214,-155.117,1000,489.659,-105.351,999.843
513.993,-156.399,1000,490.362,-107.176,999.836
514.778,-157.677,1000,490.717,-108.087,999.832
515.57,-158.951,1000,491.076,-108.997,999.828
516.368,-160.221,1000,491.803,-110.813,999.821
517.172,-161.487,1000,492.171,-111.719,999.818
517.983,-162.749,1000,492.917,-113.528,999.81
518.8,-164.007,1000,493.294,-114.43,999.806
519.623,-165.261,1000,493.674,-115.331,999.803
520.452,-166.511,1000,494.444,-117.129,999.795
521.288,-167.757,1000,494.834,-118.026,999.791
522.13,-168.998,1000,495.622,-119.817,999.783
522.978,-170.235,1000,496.021,-120.71,999.779
523.832,-171.468,1000,496.423,-121.602,999.775
524.693,-172.697,1000,497.236,-123.381,999.767
525.559,-173.921,1000,497.646,-124.269,999.763
526.432,-175.141,1000,498.06,-125.155,999.758
527.311,-176.357,1000,498.897,-126.923,999.75
528.195,-177.568,1000,499.32,-127.805,999.746
529.086,-178.775,1000,500.174,-129.565,999.737
529.983,-179.977,1000,500.606,-130.442,999.733
530.886,-181.175,1000,501.041,-131.318,999.729
531.795,-182.369,1000,501.919,-133.066,999.72
532.71,-183.557,1000,502.363,-133.938,999.715
533.63,-184.742,1000,502.809,-134.808,999.711
534.557,-185.921,1000,503.711,-136.543,999.702
535.49,-187.096,1000,504.167,-137.408,999.697
536.428,-188.266,1000,504.625,-138.272,999.693
537.372,-189.432,1000,505.551,-139.995,999.684
538.322,-190.592,1000,506.018,-140.854,999.679
539.278,-191.748,1000,506.961,-142.567,999.67
540.24,-192.9,1000,507.437,-143.421,999.665
541.207,-194.046,1000,507.916,-144.273,999.66
542.18,-195.188,1000,508.883,-145.973,999.65
543.159,-196.324,1000,509.37,-146.821,999.646
544.144,-197.456,1000,509.861,-147.666,999.641
545.134,-198.583,1000,510.85,-149.352,999.631
546.129,-199.705,1000,511.349,-150.193,999.626
547.131,-200.821,1000,511.851,-151.032,999.622
548.138,-201.933,1000,512.864,-152.704,999.612
549.15,-203.04,1000,513.374,-153.537,999.607
550.168,-204.142,1000,513.888,-154.369,999.602
551.191,-205.238,1000,514.923,-156.027,999.592
552.22,-206.33,1000,515.444,-156.853,999.587
553.255,-207.416,1000,515.969,-157.678,999.582
554.294,-208.497,1000,516.496,-158.5,999.577
555.34,-209.573,1000,517.559,-160.14,999.567
556.39,-210.644,1000,518.095,-160.957,999.562
557.446,-211.709,1000,518.633,-161.772,999.557
558.507,-212.769,1000,519.718,-163.397,999.546
559.574,-213.824,1000,520.265,-164.207,999.541
560.646,-214.874,1000,520.815,-165.014,999.536
561.722,-215.918,1000,521.922,-166.623,999.526
562.805,-216.956,1000,522.48,-167.425,999.521
563.892,-217.99,1000,523.041,-168.225,999.515
564.985,-219.018,1000,523.604,-169.022,999.51
566.082,-220.04,1000,524.739,-170.612,999.5
567.185,-221.057,1000,525.311,-171.403,999.494
568.293,-222.068,1000,525.885,-172.193,999.489
569.406,-223.074,1000,527.042,-173.766,999.479
570.523,-224.074,1000,527.625,-174.549,999.473
571.646,-225.068,1000,528.21,-175.33,999.468
572.774,-226.057,1000,528.798,-176.109,999.463
573.907,-227.041,1000,529.982,-177.661,999.452
575.045,-228.018,1000,530.579,-178.434,999.446
576.187,-228.99,1000,531.177,-179.205,999.441
577.334,-229.956,1000,531.779,-179.973,999.436
578.487,-230.917,1000,532.99,-181.504,999.425
579.644,-231.872,1000,533.599,-182.266,999.419
580.805,-232.82,1000,534.211,-183.026,999.414
581.972,-233.764,1000,534.826,-183.784,999.408
583.143,-234.701,1000,536.063,-185.293,999.397
584.319,-235.632,1000,536.685,-186.044,999.392
585.499,-236.558,1000,537.31,-186.793,999.386
586.684,-237.477,1000,537.938,-187.539,999.381
587.874,-238.391,1000,539.201,-189.026,999.37
589.068,-239.298,1000,539.836,-189.766,999.365
590.267,-240.2,1000,540.474,-190.503,999.359
591.47,-241.096,1000,541.758,-191.971,999.348
592.678,-241.985,1000,543.052,-193.43,999.337
593.89,-242.869,1000,544.356,-194.879,999.326
595.107,-243.746,1000,545.671,-196.319,999.315
596.328,-244.618,1000,546.331,-197.036,999.309
597.553,-245.483,1000,547.661,-198.461,999.298
598.782,-246.342,1000,549,-199.878,999.286
600.016,-247.195,1000,550.349,-201.285,999.275
601.254,-248.042,1000,551.706,-202.683,999.264
602.497,-248.883,1000,553.072,-204.072,999.253
603.743,-249.717,1000,553.758,-204.764,999.248
604.994,-250.545,1000,555.136,-206.141,999.237
606.249,-251.367,1000,556.521,-207.511,999.227
607.507,-252.183,1000,557.914,-208.873,999.216
608.77,-252.992,1000,559.313,-210.227,999.206
610.037,-253.795,1000,560.72,-211.574,999.197
611.308,-254.592,1000,561.426,-212.245,999.192
612.583,-255.382,1000,562.844,-213.58,999.183
613.862,-256.166,1000,564.268,-214.908,999.173
615.145,-256.943,1000,565.699,-216.228,999.165
616.432,-257.714,1000,567.137,-217.54,999.156
617.722,-258.479,1000,567.859,-218.193,999.152
619.016,-259.237,1000,569.307,-219.493,999.144
620.314,-259.989,1000,570.763,-220.786,999.136
621.616,-260.734,1000,572.225,-222.07,999.129
622.922,-261.473,1000,572.958,-222.709,999.125
624.231,-262.205,1000,574.431,-223.981,999.118
625.544,-262.93,1000,575.91,-225.245,999.111
626.86,-263.649,1000,577.397,-226.5,999.105
628.18,-264.362,1000,578.89,-227.747,999.099
629.504,-265.068,1000,579.639,-228.367,999.096
630.831,-265.767,1000,581.143,-229.601,999.09
632.162,-266.459,1000,582.654,-230.826,999.084
633.496,-267.145,1000,584.172,-232.042,999.079
634.833,-267.824,1000,584.933,-232.646,999.076
636.174,-268.497,1000,586.461,-233.848,999.071
637.518,-269.163,1000,587.997,-235.042,999.067
638.865,-269.822,1000,589.539,-236.226,999.062
640.216,-270.474,1000,590.312,-236.814,999.06
641.57,-271.119,1000,591.864,-237.985,999.056
642.927,-271.758,1000,593.423,-239.146,999.052
644.288,-272.39,1000,594.989,-240.297,999.049
645.651,-273.015,1000,595.774,-240.869,999.047
647.018,-273.634,1000,597.35,-242.006,999.044
648.388,-274.245,1000,598.933,-243.133,999.041
649.76,-274.85,1000,600.523,-244.251,999.038
651.136,-275.448,1000,601.32,-244.806,999.037
652.515,-276.038,1000,602.92,-245.909,999.034
653.896,-276.622,1000,604.526,-247.001,999.031
655.281,-277.199,1000,605.332,-247.544,999.03
656.668,-277.77,1000,606.949,-248.622,999.027
658.059,-278.333,1000,608.572,-249.689,999.025
659.452,-278.889,1000,610.201,-250.746,999.023
660.847,-279.438,1000,611.018,-251.271,999.022
662.246,-279.981,1000,612.657,-252.313,999.021
663.647,-280.516,1000,614.302,-253.344,999.02
665.051,-281.044,1000,615.127,-253.856,999.019
666.458,-281.565,1000,616.782,-254.872,999.019
667.867,-282.079,1000,618.443,-255.876,999.018
669.278,-282.587,1000,620.11,-256.87,999.018
670.693,-283.087,1000,620.946,-257.363,999.018
672.109,-283.58,1000,622.623,-258.341,999.018
673.528,-284.066,1000,624.305,-259.308,999.018
674.95,-284.544,1000,625.149,-259.788,999.018
676.374,-285.016,1000,626.84,-260.738,999.018
677.8,-285.481,1000,628.538,-261.678,999.019
679.229,-285.938,1000,629.389,-262.143,999.019
680.66,-286.388,1000,631.096,-263.067,999.02
682.093,-286.831,1000,632.808,-263.979,999.02
683.528,-287.267,1000,633.667,-264.431,999.021
684.965,-287.696,1000,635.388,-265.327,999.022
686.405,-288.118,1000,637.114,-266.211,999.022
687.846,-288.532,1000,637.98,-266.649,999.023
689.29,-288.939,1000,639.715,-267.516,999.024
690.736,-289.339,1000,641.456,-268.372,999.025
692.183,-289.732,1000,642.328,-268.796,999.026
693.633,-290.117,1000,644.077,-269.634,999.027
695.085,-290.496,1000,645.832,-270.461,999.029
696.538,-290.867,1000,646.711,-270.87,999.029
697.993,-291.23,1000,648.474,-271.679,999.031
699.45,-291.587,1000,650.241,-272.477,999.033
700.909,-291.936,1000,651.127,-272.871,999.034
702.37,-292.277,1000,652.901,-273.651,999.036
703.832,-292.612,1000,654.678,-274.419,999.039
705.296,-292.939,1000,655.569,-274.798,999.04
706.761,-293.259,1000,657.353,-275.548,999.04
708.228,-293.572,1000,658.247,-275.919,999.041
709.697,-293.877,1000,660.039,-276.651,999.042
711.167,-294.175,1000,661.836,-277.372,999.045
712.639,-294.465,1000,662.736,-277.728,999.047
714.112,-294.748,1000,664.542,-278.431,999.049
715.586,-295.024,1000,666.352,-279.122,999.052
717.062,-295.292,1000,667.26,-279.463,999.053
718.539,-295.553,1000,669.078,-280.136,999.056
720.017,-295.807,1000,670.9,-280.796,999.059
721.497,-296.053,1000,671.813,-281.122,999.06
722.978,-296.292,1000,673.641,-281.765,999.063
724.46,-296.523,1000,674.557,-282.081,999.064
725.943,-296.747,1000,676.393,-282.705,999.067
727.428,-296.964,1000,678.232,-283.317,999.07
728.913,-297.173,1000,679.152,-283.619,999.071
730.399,-297.375,1000,680.997,-284.212,999.074
731.887,-297.569,1000,681.921,-284.505,999.075
733.375,-297.756,1000,683.772,-285.08,999.078
734.864,-297.935,1000,685.626,-285.643,999.081
736.354,-298.107,1000,686.554,-285.92,999.083
737.845,-298.272,1000,688.414,-286.465,999.086
739.337,-298.429,1000,689.345,-286.733,999.088
740.829,-298.578,1000,691.21,-287.259,999.091
742.323,-298.721,1000,693.079,-287.772,999.094
743.817,-298.855,1000,694.014,-288.024,999.096
745.311,-298.982,1000,695.888,-288.518,999.099
746.806,-299.102,1000,696.826,-288.761,999.1
748.302,-299.214,1000,698.704,-289.237,999.104
749.799,-299.319,1000,700.585,-289.701,999.107
751.295,-299.416,1000,701.527,-289.927,999.109
752.793,-299.506,1000,703.413,-290.372,999.112
754.29,-299.588,1000,704.357,-290.59,999.114
755.789,-299.663,1000,706.247,-291.015,999.117
757.287,-299.731,1000,708.14,-291.429,999.121
758.786,-299.79,1000,709.087,-291.63,999.122
760.285,-299.843,1000,710.984,-292.025,999.126
761.784,-299.887,1000,711.933,-292.217,999.128
763.284,-299.925,1000,713.834,-292.593,999.131
764.784,-299.955,1000,714.785,-292.776,999.133
766.283,-299.977,1000,716.69,-293.132,999.136
767.783,-299.992,1000,718.596,-293.476,999.14
769.283,-299.999,1000,719.55,-293.643,999.142
770.783,-299.999,1000,721.459,-293.968,999.146
772.283,-299.991,1000,722.414,-294.126,999.147
773.783,-299.976,1000,724.327,-294.432,999.151
775.283,-299.953,1000,725.283,-294.58,999.153
776.783,-299.923,1000,727.198,-294.867,999.156
778.282,-299.886,1000,729.115,-295.141,999.16
779.782,-299.84,1000,730.074,-295.274,999.162
781.281,-299.788,1000,731.992,-295.529,999.166
782.779,-299.728,1000,732.952,-295.651,999.168
784.278,-299.66,1000,734.872,-295.887,999.171
785.776,-299.585,1000,735.833,-296,999.173
787.274,-299.502,1000,737.754,-296.217,999.177
788.771,-299.412,1000,739.677,-296.421,999.181
790.268,-299.315,1000,740.639,-296.518,999.183
791.764,-299.209,1000,742.562,-296.702,999.187
793.26,-299.097,1000,743.524,-296.79,999.188
794.755,-298.977,1000,745.448,-296.955,999.192
796.25,-298.849,1000,746.411,-297.033,999.194
797.744,-298.714,1000,748.336,-297.18,999.197
799.237,-298.572,1000,749.298,-297.248,999.199
800.729,-298.422,1000,751.224,-297.376,999.204
802.221,-298.265,1000,753.149,-297.491,999.208
803.712,-298.1,1000,754.111,-297.544,999.21
805.202,-297.928,1000,756.036,-297.64,999.213
806.691,-297.748,1000,756.998,-297.683,999.215
808.179,-297.561,1000,758.923,-297.759,999.218
809.667,-297.366,1000,759.885,-297.793,999.22
811.153,-297.164,1000,761.811,-297.851,999.224
812.638,-296.954,1000,762.775,-297.875,999.226
814.123,-296.738,1000,764.701,-297.913,999.23
815.606,-296.513,1000,765.664,-297.928,999.233
817.088,-296.282,1000,767.59,-297.948,999.237
818.569,-296.042,1000,769.515,-297.955,999.24
820.048,-295.796,1000,770.477,-297.953,999.242
821.527,-295.542,1000,772.401,-297.942,999.245
823.004,-295.281,1000,773.363,-297.931,999.247
824.479,-295.012,1000,775.288,-297.9,999.25
825.954,-294.736,1000,776.25,-297.88,999.252
827.427,-294.452,1000,778.177,-297.83,999.256
828.898,-294.162,1000,779.14,-297.8,999.258
830.368,-293.863,1000,781.066,-297.732,999.263
831.837,-293.558,1000,782.028,-297.693,999.265
833.304,-293.245,1000,783.953,-297.605,999.269
834.769,-292.925,1000,784.914,-297.556,999.271
836.233,-292.597,1000,786.837,-297.45,999.274
837.695,-292.262,1000,787.797,-297.392,999.275
839.156,-291.92,1000,789.718,-297.266,999.279
840.614,-291.571,1000,790.678,-297.199,999.281
842.071,-291.214,1000,792.599,-297.054,999.284
843.527,-290.85,1000,793.56,-296.977,999.286
844.98,-290.479,1000,795.482,-296.814,999.29
846.431,-290.1,1000,796.442,-296.727,999.292
847.881,-289.715,1000,798.364,-296.545,999.296
849.328,-289.322,1000,800.286,-296.349,999.299
850.774,-288.921,1000,801.247,-296.246,999.301
852.218,-288.514,1000,803.169,-296.031,999.305
853.659,-288.099,1000,804.129,-295.919,999.306
855.099,-287.677,1000,806.05,-295.684,999.31
856.536,-287.248,1000,807.01,-295.562,999.312
857.971,-286.812,1000,808.929,-295.309,999.315
859.404,-286.368,1000,809.888,-295.177,999.317
860.835,-285.918,1000,810.847,-295.043,999.319
862.263,-285.46,1000,812.763,-294.765,999.323
863.689,-284.995,1000,813.72,-294.621,999.324
865.113,-284.523,1000,815.632,-294.324,999.328
866.535,-284.044,1000,816.588,-294.171,999.329
867.954,-283.558,1000,818.497,-293.856,999.332
869.37,-283.065,1000,819.45,-293.694,999.334
870.784,-282.564,1000,821.356,-293.36,999.338
872.196,-282.057,1000,822.308,-293.189,999.339
873.605,-281.542,1000,824.212,-292.836,999.343
875.011,-281.021,1000,825.163,-292.654,999.344
876.415,-280.492,1000,827.064,-292.282,999.348
877.816,-279.957,1000,828.013,-292.091,999.349
879.215,-279.414,1000,829.912,-291.699,999.353
880.61,-278.864,1000,830.86,-291.499,999.354
882.003,-278.308,1000,832.755,-291.087,999.358
883.393,-277.744,1000,833.701,-290.877,999.359
884.781,-277.174,1000,835.592,-290.447,999.363
886.165,-276.597,1000,836.536,-290.227,999.364
887.547,-276.012,1000,838.423,-289.778,999.367
888.925,-275.421,1000,839.365,-289.549,999.369
890.301,-274.823,1000,840.306,-289.317,999.371
891.673,-274.218,1000,842.187,-288.843,999.374
893.043,-273.606,1000,843.126,-288.602,999.375
894.409,-272.988,1000,845.002,-288.11,999.379
895.773,-272.362,1000,845.939,-287.859,999.38
897.133,-271.73,1000,847.81,-287.349,999.383
898.49,-271.091,1000,848.744,-287.089,999.385
899.844,-270.445,1000,850.61,-286.561,999.388
901.195,-269.792,1000,851.542,-286.292,999.39
902.542,-269.133,1000,853.403,-285.744,999.393
903.886,-268.467,1000,854.332,-285.466,999.395
905.227,-267.794,1000,855.26,-285.184,999.396
906.564,-267.115,1000,857.113,-284.612,999.399
907.898,-266.429,1000,858.039,-284.321,999.401
909.228,-265.736,1000,859.886,-283.73,999.404
910.555,-265.036,1000,860.808,-283.43,999.406
911.878,-264.33,1000,862.65,-282.82,999.409
913.198,-263.618,1000,863.57,-282.511,999.41
914.515,-262.898,1000,865.405,-281.883,999.413
915.827,-262.172,1000,866.322,-281.565,999.415
917.136,-261.44,1000,867.237,-281.244,999.417
918.442,-260.701,1000,869.064,-280.592,999.42
919.743,-259.956,1000,869.976,-280.261,999.421
921.041,-259.204,1000,871.797,-279.591,999.424
922.335,-258.445,1000,872.706,-279.251,999.426
923.626,-257.68,1000,874.52,-278.563,999.429
924.912,-256.909,1000,875.425,-278.214,999.43
926.195,-256.131,1000,876.329,-277.863,999.432
927.473,-255.347,1000,878.134,-277.15,999.435
928.748,-254.557,1000,879.035,-276.789,999.437
930.019,-253.76,1000,880.833,-276.059,999.44
931.286,-252.956,1000,881.73,-275.689,999.441
932.549,-252.147,1000,882.626,-275.316,999.443
933.807,-251.331,1000,884.414,-274.562,999.446
935.062,-250.509,1000,885.306,-274.18,999.447
936.312,-249.68,1000,887.087,-273.408,999.45
937.559,-248.846,1000,887.975,-273.017,999.452
938.801,-248.005,1000,888.862,-272.623,999.453
940.039,-247.158,1000,890.633,-271.827,999.456
941.272,-246.304,1000,891.516,-271.425,999.458
942.502,-245.445,1000,893.278,-270.611,999.461
943.727,-244.579,1000,894.157,-270.2,999.462
944.947,-243.708,1000,895.035,-269.785,999.464
946.164,-242.83,1000,896.786,-268.948,999.467
947.376,-241.946,1000,897.659,-268.524,999.468
948.583,-241.056,1000,899.402,-267.669,999.471
949.786,-240.16,1000,900.271,-267.237,999.472
950.985,-239.258,1000,901.139,-266.802,999.474
952.179,-238.35,1000,902.87,-265.923,999.477
953.368,-237.436,1000,903.733,-265.479,999.478
954.553,-236.517,1000,904.595,-265.032,999.48
955.734,-235.591,1000,906.314,-264.13,999.483
956.909,-234.659,1000,907.172,-263.674,999.484
958.08,-233.722,1000,908.882,-262.755,999.487
959.246,-232.778,1000,909.735,-262.291,999.488
960.408,-231.829,1000,910.586,-261.824,999.49
961.565,-230.874,1000,912.284,-260.882,999.493
962.717,-229.914,1000,913.13,-260.406,999.494
963.864,-228.947,1000,913.975,-259.928,999.495
965.006,-227.975,1000,915.66,-258.962,999.498
966.143,-226.997,1000,916.5,-258.475,999.5
967.276,-226.014,1000,917.339,-257.985,999.501
968.404,-225.024,1000,919.01,-256.998,999.504
969.526,-224.03,1000,919.844,-256.499,999.505
970.644,-223.029,1000,920.676,-255.998,999.507
971.757,-222.023,1000,922.334,-254.987,999.51
972.864,-221.012,1000,923.161,-254.478,999.511
973.967,-219.995,1000,923.986,-253.965,999.512
975.064,-218.972,1000,925.631,-252.932,999.515
976.156,-217.944,1000,926.45,-252.411,999.517
977.243,-216.91,1000,927.268,-251.888,999.518
978.325,-215.872,1000,928.899,-250.832,999.521
979.402,-214.827,1000,929.711,-250.3,999.523
980.474,-213.777,1000,930.522,-249.765,999.524
981.54,-212.722,1000,932.138,-248.687,999.527
982.601,-211.662,1000,932.943,-248.144,999.528
983.657,-210.596,1000,933.747,-247.598,999.529
984.707,-209.526,1000,935.348,-246.498,999.532
985.752,-208.449,1000,936.145,-245.944,999.533
986.791,-207.368,1000,936.941,-245.387,999.535
987.825,-206.281,1000,938.527,-244.265,999.537
988.854,-205.19,1000,939.317,-243.699,999.539
989.877,-204.093,1000,940.105,-243.132,999.54
990.895,-202.991,1000,941.676,-241.988,999.543
991.907,-201.884,1000,942.458,-241.412,999.544
992.914,-200.772,1000,943.239,-240.833,999.545
993.915,-199.655,1000,944.017,-240.252,999.547
994.91,-198.533,1000,945.568,-239.082,999.549
995.9,-197.406,1000,946.341,-238.492,999.551
996.885,-196.274,1000,947.111,-237.9,999.552
997.863,-195.137,1000,947.88,-237.306,999.553
998.836,-193.995,1000,949.41,-236.109,999.556
999.803,-192.849,1000,950.173,-235.507,999.557
1000.76,-191.697,1000,950.933,-234.902,999.559
1001.72,-190.541,1000,952.448,-233.685,999.561
1002.67,-189.38,1000,953.202,-233.072,999.563
1003.61,-188.214,1000,953.954,-232.456,999.564
1004.55,-187.044,1000,954.704,-231.839,999.565
1005.48,-185.869,1000,956.197,-230.595,999.568
1006.41,-184.689,1000,956.941,-229.969,999.57
1007.33,-183.505,1000,957.682,-229.341,999.571
